Title,Author,ISBN-13,Year,Original Publisher,Updated Edition,Publisher/Stable URL,MLA 8 Citation,Free Online Copy,Buy,Google Books,Goodreads,WorldCat,Horror Lex Summary,Films Discussed,Tags,HL Recommended,Photo
Classics of the Horror Film: From the Days of the Silent Film to The Exorcist,"Everson, William K.","9780806504377 (hardcover, 1974)
9780806509006 (paperback, 1974)
9780863694769 (paperback, 1990)",1974,Citadel Press,"Carol Publishing Group (reprint, 1990)",Out of print,"Everson, William K. Classics of the Horror Film. Carol Publishing, 1990.",,,https://www.google.com/books/edition/_/GMj6swEACAAJ?hl=en&sa=X&ved=2ahUKEwjDhJrMrZLsAhVzlnIEHWsxDq4Q8fIDMBJ6BAggEAc,https://www.goodreads.com/book/show/2598635-classics-of-the-horror-film,http://www.worldcat.org/oclc/36532829,,,,,
The Films of Boris Karloff,"Bojarski, Richard and Kenneth Beals","9780806503967 (hardcover, 1974)
9780806505169 (paperback, 1975)
9780863694042 (unknown, 1990)",1974,Citadel Press,Virgin Books (1990),Out of print,"Bojarski, Richard, and Kenneth Beals. The  Films of Boris Karloff. 1974. Virgin Books, 1990.",,,https://www.google.com/books/edition/_/ltT1PQAACAAJ?hl=en&sa=X&ved=2ahUKEwifgPmIsZLsAhUdonIEHT72Bg0Q8fIDMBB6BAgKEAc,https://www.goodreads.com/book/show/2713555-the-films-of-boris-karloff,http://www.worldcat.org/oclc/64224689,,,"Boris Karloff, classics, Frankenstein",,
"The Vampire in Legend and Fact  (prior title: The Vampire in Legend, Fact and Art)","Copper, Basil","9780806504339 (hardcover, 1974)
9780806511269 (paperback, 1998)",1974,Citadel Press,"Citadel Press (Illustrated ed., 1998)",Out of print,"Copper, Basil. The Vampire in Legend and Fact. 1974. Illustrated ed., Citadel Press, 1998.",https://archive.org/details/vampireinlegendf0000copp [Internet Archive Lending Library],,https://www.google.com/books/edition/The_Vampire/kEe1AAAAIAAJ?kptab=editions&sa=X&ved=2ahUKEwjR8ta1sNXrAhXlhHIEHT6WCg0QmBYwAHoECAAQBw,https://www.goodreads.com/book/show/872473.The_Vampire,http://www.worldcat.org/oclc/34405312,,"The Brides of Dracula (1960)
The Devil Bat (1940)
Dracula (1931)
Dracula: Prince of Darkness (1966)
Dracula's Daughter (1936)
The Fearless Vampire Killers (a.k.a. Dance of the Vampires) (1967)
Horror of Dracula (a.k.a. Dracula) (1958)
House of Frankenstein (1944)
The Kiss of the Vampire (1963)
Nosferatu (1922)
Vampyr (1932)","vampires, Dracula, Bela Lugosi, Hammer",,
The Films of the Seventies,"Bookbinder, Robert","9780806507903 (hardcover, 1982)
9780863694653 (hardcover, 1993)
9780806509273 (paperback)",1982,Citadel Press,"Citadel Press (reprint, 1990)",Out of print,"Bookbinder, Robert. The Films of the Seventies. 1982. Citadel Press, 1990.",https://archive.org/details/filmsofseventies0000book [Internet Archive Lending Library],,https://www.google.com/books/edition/_/HnINPwAACAAJ?sa=X&ved=2ahUKEwidhvD-uZLsAhXwgnIEHd4aAVkQ8fIDMBJ6BAgREAU,https://www.goodreads.com/book/show/6226330-the-films-of-the-seventies,http://www.worldcat.org/oclc/441372012,,"Alien (1979)
The Beguiled (1971)
Carrie (1976)
Coma (1978)
Deliverance (1972)
The Exorcist (1973)
The Fury (1978)
Jaws (1975)
Jaws 2 (1978)
King Kong (1976)
Marathon Man (1976)
Nosferatu the Vampyre (1979)
The Omen (1976)
Play Misty For Me (1971)
The Sentinel (1977)
Young Frankenstein (1974)",,,
More Classics of the Horror Film (alternative title: More Classics of the Horror Film: Fifty Years of Great Chillers),"Everson, William K.","9780806509839 (hardcover, 1986)
9780863698583 (hardcover, 1994)
9780806511795 (paperback)",1986,Citadel Press,Virgin Books (1994),Out of print,"Everson, William K. More Classics of the Horror Film: Fifty Years of Great Chillers. 1986. Virgin, 1994.",,,https://www.google.com/books/edition/_/wXlrAAAACAAJ?sa=X&ved=2ahUKEwis0rCD05TsAhUFg3IEHTDKCnwQ8fIDMA96BAgIEAc,https://www.goodreads.com/book/show/9498152-more-classics-of-the-horror-film,http://www.worldcat.org/oclc/59928185,,,,,
"The Modern Horror Film: 50 Contemporary Classics from ""The Curse of Frankenstein"" to ""The Lair of the White Worm""","McCarty, John","9780863694516 (hardcover)
9780806511641 (paperback)",1990,Citadel Press,,Out of print,"McCarty, John. The Modern Horror Film: 50 Contemporary Classics from ""The Curse of Frankenstein"" to ""The Lair of the White Worm."" Citadel, 1990.",,,https://www.google.com/books/edition/The_Modern_Horror_Film/zaMqAQAAIAAJ?kptab=editions&sa=X&ved=2ahUKEwij88Wur9XrAhVxhHIEHc8OClgQmBYwAHoECAAQBw,https://www.goodreads.com/book/show/2020225.The_Modern_Horror_Film,http://www.worldcat.org/oclc/1043478577,,,,,
Reel Conversations: Candid Interviews with Film's Foremost Directors and Critics,"Hickenlooper, George",9780806512372 (paperback),1991,Citadel Press,,Out of print,"Hickenlooper, George. Reel Conversations: Candid Interviews with Film's Foremost Directors and Critics. Citadel, 1991.",,,https://www.google.com/books/edition/Reel_Conversations/QXRZAAAAMAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/1837770.Reel_Conversations,http://www.worldcat.org/oclc/889692158,,,"John Carpenter, David Cronenberg, George Romero",,
The Nightmare Never Ends: The Official History of Freddy Krueger and the Nightmare on Elm Street Films,"Schoell, William and James Spencer",9780806513683 (paperback),1992,Citadel Press,,Out of print,"Schoell, William and James Spencer. The Nightmare Never Ends: The Official History of Freddy Krueger and the Nightmare on Elm Street Films. Citadel, 1992.",,,https://www.google.com/books/edition/The_Nightmare_Never_Ends/gA2lQAAACAAJ?kptab=editions&sa=X&ved=2ahUKEwjf1cXUr9XrAhWLhHIEHYYoAeQQmBYwAXoECAEQCA,https://www.goodreads.com/book/show/279948.The_Nightmare_Never_Ends,http://www.worldcat.org/oclc/474940859,,"A Nightmare on Elm Street (1984)
A Nightmare on Elm Street 2: Freddy's Revenge (1985)
A Nightmare on Elm Street 3: Dream Warriors (1987)
A Nightmare on Elm Street 4: The Dream Master (1988)
A Nightmare on Elm Street 5: The Dream Child (1989)
A Nightmare on Elm Street (series) (1984-2010)","Freddy Krueger, Wes Craven, franchises",,
"Filmmaking on the Fringe: The Good, the Bad, and the Deviant Directors","McDonagh, Maitland",9780806515571 (paperback),1995,Citadel Press,,Out of print,"McDonagh, Maitland. Filmmaking on the Fringe: The Good, the Bad, and the Deviant Directors. Citadel, 1995.",,,https://www.google.com/books/edition/Filmmaking_on_the_Fringe/V1VnQgAACAAJ?hl=en,https://www.goodreads.com/book/show/1272227.Filmmaking_on_the_Fringe,http://www.worldcat.org/oclc/889696261,,,"Wes Craven, Sam Raimi, Stuart Gordon, Joe Dante",,
The Complete Films of Vincent Price,"Williams, Lucy Chase",9780806516004 (paperback),1995,Citadel Press,,Out of print,"Williams, Lucy Chase. The Complete Films of Vincent Price. Citadel, 1995.",,,https://www.google.com/books/edition/The_Complete_Films_of_Vincent_Price/l7BkU2lqpHIC?hl=en&gbpv=0,https://www.goodreads.com/book/show/137754.The_Complete_Films_Of_Vincent_Price,http://www.worldcat.org/oclc/780296288,,,"Vincent Price, classics",,WILLUC1995
"Moving Pictures: A New Theory of Film Genres, Feelings, and Cognition","Grodal, Torben","9780198159414 (hardcover)
9780198159834 (paperback)
9781280765995 (ebook)",1997,Clarendon Press,,https://doi.org/10.1093/acprof:oso/9780198159834.001.0001,"Grodal, Torben. Moving Pictures: A New Theory of Film Genres, Feelings, and Cognition. Clarendon, 1997.",,,https://www.google.com/books/edition/_/FCTuAAAAMAAJ?hl=en&sa=X&ved=2ahUKEwjesJ3f7pTsAhUloXIEHXiuAuEQre8FMAt6BAgVEAU,https://www.goodreads.com/book/show/3751668-moving-pictures,http://www.worldcat.org/oclc/477095490,,"Chapter 10: Crime and Horror Fiction
・Films TBD","emotions, cognitive science",,GROTOR1997
Horror in the Movies,"Cohen, Daniel",9780899190747 (paperback),1982,Clarion Books,,Out of print,"Cohen, Daniel. Horror in the Movies. Clarion, 1982.",,,https://www.google.com/books/edition/_/h_kmPQAACAAJ?hl=en&sa=X&ved=2ahUKEwi22MWv5ZTsAhUcmnIEHaFgAFkQ8fIDMA96BAgLEAY,https://www.goodreads.com/book/show/1695112.Horror_In_The_Movies,http://www.worldcat.org/oclc/7732678,,,,,
Screaming for Pleasure: How Horror Makes You Happy and Healthy,"Bradley, S.A.","9780692193358 (paperback)
9780692193365 (ebook)",2018,Coal Cracker Press,,,"Bradley, S.A. Screaming for Pleasure: How Horror Makes You Happy and Healthy. Coal Cracker Press, 2018.",,,https://www.google.com/books/edition/Screaming_for_Pleasure/9hR_DwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/42262048-screaming-for-pleasure,http://www.worldcat.org/oclc/1114976896,,,,,BRASXX2018
Bela Lugosi: Dreams and Nightmares,"Rhodes, Gary D. and Richard Sheffield",9780977379811 (hardcover),2007,Collectables Press,,Out of print,"Rhodes, Gary D. and Richard Sheffield. Bela Lugosi: Dreams and Nightmares. Collectables, 2007.",,,https://www.google.com/books/edition/_/H2f3GAAACAAJ?hl=en,https://www.goodreads.com/book/show/242234.Bela_Lugosi,http://www.worldcat.org/oclc/778056648,,,"Bela Lugosi, classics, Dracula, biography",,RHOGAR2007
Horror of the 20th Century: An Illustrated History,"Weinberg, Robert",9781888054422 (hardcover),2000,Collectors Press,,Out of print,"Weinberg, Robert. Horror of the 20th Century: An Illustrated History. Collectors Press, 2000.",,,https://www.google.com/books/edition/Horror_of_the_20th_Century/F34qAAAAYAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/293190.Horror_of_the_20th_Century,http://www.worldcat.org/oclc/972046075,,,,,WEIROB2000
Heroes of the Horrors,"Beck, Calvin Thomas","9780025081901 (hardcover)
9780020121107 (paperback)",1975,Collier,,Out of print,"Beck, Calvin Thomas. Heroes of the Horrors. Collier, 1975.",,,https://www.google.com/books/edition/_/yjt9tQAACAAJ?hl=en,https://www.goodreads.com/book/show/42622215-heroes-of-the-horrors,http://www.worldcat.org/oclc/832305113,,,"Lon Chaney Sr., Lon Chaney Jr., Bela Lugosi, Boris Karloff, Vincent Price, classics",,BECCAL1975
Scream Queens: Heroines of the Horrors,"Beck, Calvin Thomas",9780025081703 (hardcover),1978,Collier,,Out of print,"Beck, Calvin Thomas. Scream Queens: Heroines of the Horrors. Collier, 1978.",https://archive.org/details/screamqueenshero0000beck [Internet Archive Lending Library],,https://www.google.com/books/edition/Scream_Queens/jNy0AAAAIAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/6072790-scream-queens,http://www.worldcat.org/oclc/993310636,,,Barbara Steele,,BECCAL1978
Midnight Movies,"Samuels, Stuart",9780020814504 (paperback),1983,Collier,,Out of print,"Samuels, Stuart. Midnight Movies. Collier, 1983.",,,https://www.google.com/books/edition/Midnight_Movies/lM9wQgAACAAJ?hl=en,https://www.goodreads.com/book/show/811489.Midnight_Movies,http://www.worldcat.org/oclc/474935117,,,,,SAMSTU1983
Hitchcock's Films Revisited (original title: Hitchcock's Films),"Wood, Robin","9780231065504 (hardcover, 1989)
9780231126953 (paperback, 2002)",1965,Columbia University Press,"Columbia University Press (revised ed., 1989, 2002)",http://cup.columbia.edu/book/hitchcocks-films-revisited/9780231126953,"Wood, Robin. Hitchcock's Films Revisited. 1965. Revised ed., Columbia UP, 2002.","https://archive.org/details/hitchcocksfilmsr0000wood [Internet Archive Lending Library, revised ed., 1989]",,https://www.google.com/books/edition/_/4iLHDwl1oKoC?sa=X&ved=2ahUKEwi2ttPK95bsAhVVlXIEHcXABJIQ8fIDMBN6BAgTEAs,https://www.goodreads.com/book/show/80135.Hitchcock_s_Films_Revisited,http://www.worldcat.org/oclc/1101230908,,"(Partial list)

The Birds (1963)
Blackmail (1939)
Marnie (1964)
North by Northwest (1959)
Psycho (1960)
Rear Window (1954)
Rope (1948)
Shadow of a Doubt (1943)
Vertigo (1958)",Alfred Hitchcock,,WOOROB1965
Powers of Horror: An Essay on Abjection,"Kristeva, Julia","9780231053464 (hardcover)
9780231053471 (paperback)",1982,Columbia University Press,,http://cup.columbia.edu/book/powers-of-horror/9780231053471,"Kristeva, Julia. Powers of Horror: An Essay on Abjection. Columbia UP, 1982.",https://archive.org/details/powersofhorrores00kris [Internet Archive Lending Library],,https://www.google.com/books/edition/Pouvoirs_de_L_horreur_English_/g-NdglUBHSUC?kptab=editions&sa=X&ved=2ahUKEwj5hpvGn57rAhVDwVkKHdiuC0EQmBYwAHoECAIQCA,https://www.goodreads.com/book/show/783310.Powers_of_Horror,http://www.worldcat.org/oclc/991559277,,,"philosophy, psychoanalysis",,KRIJUL1982
Hollywood Androgyny,"Bell-Metereau, Rebecca","9780231058346 (hardcover)
9780231084673 (paperback)",1985,Columbia University Press,"Columbia University Press (1993, 2nd edition)",https://cup.columbia.edu/book/hollywood-androgyny/9780231058346,"Bell-Metereau, Rebecca. Hollywood Androgyny. 1985. 2nd ed., Columbia UP, 1993.",https://archive.org/details/hollywoodandrogy0000bell_i9z7 [Internet Archive Lending Library],,https://www.google.com/books/edition/_/7N9-QgAACAAJ?hl=en&sa=X&ved=2ahUKEwiNt-jIop7rAhXakHIEHeegB3UQ7_IDMBN6BAgQEAI,https://www.goodreads.com/book/show/3563698-hollywood-androgyny,http://www.worldcat.org/oclc/474892825,,"Alien (1979)
Blue Velvet (1986)
Homicidal (1961)
Psycho (1960)
The Rocky Horror Picture Show (1975)
The Silence of the Lambs (1991)
The Tenant (1976)","gender, sexuality, transgender, transvestite, homosexuality, Alfred Hitchcock, Norman Bates, Roman Polanski, Ellen Ripley",,BELREB1985
Hollywood From Vietnam to Reagan…and Beyond (original title: Hollywood From Vietnam to Reagan),"Wood, Robin","9780231129664 (hardcover)
9780231129671 (paperback)
9780231507578 (ebook)",1986,Columbia University Press,"Columbia University Press (revised ed., 2003)",https://cup.columbia.edu/book/hollywood-from-vietnam-to-reagan-and-beyond/9780231129671,"Wood, Robin. Hollywood From Vietnam to Reagan…and Beyond. 1986. Revised ed., Columbia UP, 2003.","https://epdf.pub/hollywood-from-vietnam-to-reaganand-beyond.html [2003 edition]

https://archive.org/details/hollywoodfromvie00robi [Internet Lending Library, 2003 edition]",,https://www.google.com/books/edition/Hollywood_from_Vietnam_to_Reagan_and_Bey/nYQiJZ4AuNMC?kptab=overview,https://www.goodreads.com/book/show/426129.Hollywood_from_Vietnam_to_Reagan_and_Beyond,http://www.worldcat.org/oclc/465893444,"Prolific, controversial film critic Wood collects his thoughts on popular cinema from the 1970s and 1980s. Those familiar with Wood understand that he is not a critic in the style of Roger Ebert or Pauline Kael; he examines films not only for their entertainment value and contributions to film as an art form, but also for their political consciousness. Specifically, this means declaring whether a film is on the correct side of Wood's strict leftist-Marxist-Freudian-feminist-bisexual outlook, one far more radical than 21st century readers are accustomed to seeing in mainstream movie critique. 

Wood famously had a soft spot for horror because he believed that the genre was particularly conducive to rooting out regressive tendencies and displaying the evils of late capitalist, patriarchal society. His essay included here as Chapter 5, ""The American Nightmare: Horror in the 70s,"" is his seminal piece on the topic. He is an unabashed fan of George A. Romero's and Larry Cohen's films (Chapter 6, 14) and perpetually conflicted about Brian De Palma's (Chapter 7). In the latter, Wood lauds Sisters (1972) for being one of the preeminent movies of the 1970s, but works through discomfort over the director's treatment of women in others. In Chapters 8 and 9, he cannot disguise his disgust at the evolving state of Hollywood in the early 1980s. He bemoans the ""false, manufactured optimism"" of the time and the popularity of return-to-childhood fare -- including the massively popular Star Wars series, E.T., and slashers -- and dismisses the entire age as a massive step backward in terms of both politics and cinema.","(Note: Chapters marked with an asterisk are present in both the 1986 and 2003 editions; chapters with marked are present only in the 2003 edition.)

*Chapter 4: The Incoherent Text: Narrative in the 70s
・Cruising (1980)
・Looking for Mr. Goodbar (1977)
・Taxi Driver (1976)

*Chapter 5: The American Nightmare: Horror in the 70s
・The Cabinet of Dr. Caligari (1920)
・Cat People (1942)
・Frankenstein (1931)
・Frightmare (a.k.a. Cover Up) (1974)
・The Hills Have Eyes (1977)
・I Walked With a Zombie (1943)
・Island of Lost Souls (1932)
・It's Alive (1974)
・King Kong (1933)
・Metropolis (1927)
・Murders in the Rue Morgue (1932)
・Night of the Living Dead (1968)
・Nosferatu (1922)
・The Omen (1976)
・Psycho (1960)
・Raw Meat (a.k.a. Death Line) (1972)
・The Rocky Horror Picture Show (1975)
・The Seventh Victim (1943)
・Sisters (1972)
・Son of Frankenstein (1939)
・The Texas Chain Saw Massacre (1974)
・Them! (1954)
・The Thing from Another World (1951)

*Chapter 6: Normality and Monsters: The Films of Larry Cohen and George Romero
・The Birds (1963)
・Black Caesar (1973)
・Bone (1972)
・The Crazies (1973)
・Dawn of the Dead (1978)
・Deathdream (a.k.a. Dead of Night, The Night Walk) (1971)
・Dracula (1979)
・God Told Me To (1976)
・Group Marriage (1973)
・It Lives Again (1978)
・It's Alive (1974)
・The Last House on the Left (1972)
・Martin (1978)
・Night of the Living Dead (1968)
・The Private Files of J. Edgar Hoover (1977)
・Terminal Island (1973)
・The Texas Chain Saw Massacre (1974)
・The Velvet Vampire (1971)
・The Virgin Spring (1960)

*Chapter 7: Brian De Palma: The Politics of Castration
・The Big Heat (1953)
・Blow Out (1981)
・Dressed to Kill (1980)
・The Fury (1978)
・Hi, Mom! (1970)
・I Walked with a Zombie (1943)
・Marnie (1964)
・North by Northwest (1959)
・Obsession (1976)
・Phantom of the Paradise (1974)
・Psycho (1960)
・Rear Window (1954)
・Scarface (1983)
・Sisters (1972)
・Vertigo (1958)
・The War of the Worlds (1953)

*Chapter 8: Papering the Cracks: Fantasy and Ideology in the Reagen Era
・Air Force (1943)
・Blade Runner (1982)
・Body Heat (1981)
・Bronco Billy (1980)
・Close Encounters of the Third Kind (1977)
・Conan the Barbarian (1982)
・E.T. the Extra-Terrestrial (1982)
・The Empire Strikes Back (1980)
・Jaws (1975)
・Ordinary People (1980)
・Poltergeist (1982)
・Raiders of the Lost Ark (1981)
・Return of the Jedi (1983)
・Star Wars (1977)
・Urban Cowboy (1980)

*Chapter 9: Horror in the 80s
・Creepshow (1982)
・Don't Go in the House (1979)
・Dressed to Kill (1980)
・Eyes of a Stranger (1981)
・Friday the 13th (series) (1980-2001)
・Halloween (1978)
・He Knows You're Alone (1980)
・Hell Night (1981)
・Knightriders (1981)

Chapter 14: Day of the Dead: The Woman's Nightmare
・Day of the Dead (1985)
・The Thing from Another World (1951)

Chapter 17: Hollywood Today: Is an Oppositional Cinema Possible?
・Alien3 (1992)
・Fight Club (1999)
・The Game (1997)
・Persona (1966)
・Se7en (1995)","psychoanalysis, Marxism, politics, sexuality, homosexuality, gay, queer, 1970s, 1980s, gender, feminism, patriarchy, sexism, misogyny, women, female, Freud, men, male, masculinity, family, families, parent, child, children, kids, slashers, Hollywood, Dracula, Alfred Hitchcock, Wes Craven, Larry Cohen, Brian De Palma, John Carpenter, George Romero, zombies",,WOOROB1986
Screen Memories: Hollywood Cinema on the Psychoanalytic Couch,"Greenberg, Harvey Roy","9780231072861 (hardcover)
9780231072878 (paperback)",1993,Columbia University Press,,https://cup.columbia.edu/book/screen-memories/9780231072878,"Greenberg, Harvey Roy. Screen Memories: Hollywood Cinema on the Psychoanalytic Couch. Columbia UP, 1993.",https://archive.org/details/screenmemoriesho0000gree_n2h7 [Internet Lending Library],,https://www.google.com/books/edition/Screen_Memories/Mr_fqkD2SU8C?kptab=editions&sa=X&ved=2ahUKEwjR3tmFoJ7rAhUqpFkKHVFWBdEQmBYwAHoECAMQCA,https://www.goodreads.com/book/show/2624913-screen-memories,http://www.worldcat.org/oclc/27105504,,"Chapter 5: Psycho: Apes at the Windows
・Psycho (1960)

Chapter 6: Reimagining the Gargoyle: Psychoanalytic Notes on Alien and the Contemporary ""Cruel"" Horror Film
・Alien (1979)
・The Hills Have Eyes (1977)
・Night of the Living Dead (1968)
・Psycho (1960)
・The Texas Chain Saw Massacre (1974)","psychoanalysis, Freud, Alfred Hitchcock, sci fi, science fiction, sexuality",,GREHAR1993
Laughing Screaming: Modern Hollywood Horror and Comedy,"Paul, William","9780231084642 (hardcover)
9780231084659 (paperback)",1994,Columbia University Press,,http://cup.columbia.edu/book/laughing-screaming/9780231084659,"Paul, William. Laughing Screaming: Modern Hollywood Horror and Comedy. Columbia UP, 1994.",,,https://www.google.com/books/edition/Laughing_Screaming/VhG2IFk-07kC?kptab=editions&sa=X&ved=2ahUKEwjXk6L4np7rAhXJzVkKHS26Dc8QmBYwAHoECAAQCA,https://www.goodreads.com/book/show/1400073.Laughing_Screaming,http://www.worldcat.org/oclc/644343090,"From the title, one would think this book is about horror comedies. More accurate to say the book is about horror and comedy, two genres whose attractiveness often lies in their vulgarity. 

In his first several (rather dry) chapters, Paul addresses ""gross out"" entertainment from an art history perspective, arguing that vulgarity serves an important cultural function as an expression of liberation that cannot be contained by morality or even reality -- like riding on a roller coaster, which prompts both laughs and screams. This is precisely why certain ""beats"" of comedy are recognizable in horror films, and vice versa (think of the final shock scene A Nightmare on Elm Street). 

Paul locates the vulgarity in horror in several respects. Blood and guts, of course -- but it must be gratuitous to be vulgar. He also examines the use of children in horror films as victims or monsters, which precedes the corruption of families (Night of the Living Dead, The Bad Seed, The Exorcist). As Paul points out, the increased ""gross physicality"" of horror in the 1970s led to the body itself becoming a locus of vulgarity, such as in Carrie (soaked in both menstral and pig's blood), The Brood (in which the antagonist literally turns herself inside out), and Alien.","Alien (1979)
Aliens (1986)
An American Werewolf in London (1981)
The Bad Seed (1956)
The Birds (1963)
Blacula (1972)
Black Christmas (1974)
Bram Stoker's Dracula (1992)
The Brood (1979)
Carrie (1976)
The Company of Wolves (1984)
Dawn of the Dead (1978)
Die Hard (1988)
The Discreet Charm of the Bourgeoisie (1972)
Dracula (1979)
The Exorcist (1973)
Fatal Attraction (1987)
The Fearless Vampire Killers (a.k.a. Dance of the Vampires) (1967)
Firestarter (1985)
Flesh for Frankenstein (a.k.a. Andy Warhol’s Frankenstein) (1973)
The Fly (1986)
Ghostbusters (1984)
Halloween (1978)
The Hunger (1983)
It's Alive (1974)
Jurassic Park (1993)
Night of the Living Dead (1968)
A Nightmare on Elm Street (1984)
A Nightmare on Elm Street 4: The Dream Master (1988)
The Omen (1976)
The Other (1972)
Poltergeist (1982)
Problem Child (1990)
Psycho (1960)
Rosemary's Baby (1968)
The Shining (1980)
The Silence of the Lambs (1991)
Teen Wolf (1985)
The Thing from Another World (1951)
The Thing with Two Heads (1972)
The Uninvited (1944)
Videodrome (1983)
Village of the Damned (1960)
The Wolf Man (1941)","humor, comedy, child, children, kids, family, psychiatry, psychoanalysis, myth, mythology, gender, women, female, girls, body horror, mothers, sexuality",,
"Attack of the Leading Ladies: Gender, Sexuality, and Spectatorship in Classic Horror Cinema","Berenstein, Rhona J.",9780231192651 (paperback),1996,Columbia University Press,"Columbia University Press (reprint, 2018)",https://cup.columbia.edu/book/attack-of-the-leading-ladies/9780231192651,"Berenstein, Rhona J. Attack of the Leading Ladies: Gender, Sexuality, and Spectatorship in Classic Horror Cinema. 1996. Columbia UP, 2018.",,,https://www.google.com/books/edition/Attack_of_the_Leading_Ladies/tcBnQgAACAAJ?kptab=editions&sa=X&ved=2ahUKEwjV0d7io57rAhWRmVkKHVGOA8AQmBYwAHoECAEQCA,https://www.goodreads.com/book/show/766052.Attack_of_the_Leading_Ladies,http://www.worldcat.org/oclc/1049585409,"Author Berenstein ""interrogat[es] popular assumptions about horror's representations of gender"" -- an abitious task -- using classic horror cinema of the 1930s as her study set. 

First, she challenges the common view of the horror film as enforcing traditional sexuality and gender roles, both in the characters and spectators. Monsters are fluid, she notes. Even if coded as male/female, monsters are not truly men/women or heterosexual; think of Count Dracula's inhumanity and his homoerotic effect on Jonathan Harker. That fluidity gives permission to spectators, too, to enjoy the slide into what the author calls ""drag."" Berenstein also challenges the notion that female victims in ""hypnosis"" monster films (Dracula et al) is solely an exercise in women's masochism; explores the homoerotic and homosocial properties of mad-doctor movies; and unpacks the role of white females in ""jungle films"" such as King Kong. 

This is a truly academic work, stemming from Berenstein's PhD thesis. So there's a lot of inside-baseball here, and you'll get more out this text if you first bone up on the seminal texts by Carroll, Mulvey, Twitchell, and Clover around which Berenstein structures her arguments.","The Black Cat (1934)
The Blonde Captive (1931)
Bride of Frankenstein (1935)
The Crime of Dr. Crespi (1935)
Daughter of the Dragon (1931)
Doctor X (1932)
Dr. Jekyll and Mr. Hyde (1931)
Dracula (1931)
Dracula's Daughter (1936)
Foolish Wives (1922)
Four Frightened People (1934)
Frankenstein (1931)
Her Jungle Love (1938)
Ingagi (1930)
Island of Lost Souls (1932)
The Invisible Ray (1936)
King Kong (1933)
Kongo (1932)
Mad Love (1935)
Mark of the Vampire (1935)
The Most Dangerous Game (1932)
The Mummy (1932)
Murders in the Rue Morgue (1932)
The Mysterious Dr. Fu Manchu (1929)
Mystery of the Wax Museum (1933)
The Old Dark House (1932)
Peeping Tom (1960)
The Raven (1935)
The Return of Dr. Fu Manchu (1930)
The Rocky Horror Picture Show (1975)
The Savage Girl (1932)
Supernatural (1933)
Svengali (1931)
Tarzan the Ape Man (1932)
The Vampire Bat (1933)
Trader Horn (1931)
White Hunter (1936)
White Zombie (1932)","classics, Dracula, Frankenstein, female, women, gender, race, homosexuality",,
Writing on the Body: Female Embodiment and Feminist Theory,"Conboy, Katie; Nadia Medina; and Sarah Stanbury (Eds.)",9780231105453 (paperback),1997,Columbia University Press,,https://cup.columbia.edu/book/writing-on-the-body/9780231105453,"Conboy, Katie, et al, editors. Writing on the Body: Female Embodiment and Feminist Theory. Columbia UP, 1997.",,,https://www.google.com/books/edition/Writing_on_the_Body/_pZcOSrZibEC?kptab=editions&sa=X&ved=2ahUKEwjglL_8oZ7rAhVOlFkKHVN0D2YQmBYwAHoECAEQBw,https://www.goodreads.com/book/show/622207.Writing_on_the_Body,http://www.worldcat.org/oclc/1014043304,,"Braidotti, Rosi - Chapter 3: Mothers, Monsters, and Machines
・Films TBD

Case, Sue-Ellen - Chapter 23: Tracking the Vampire
・Films TBD","gender, women, female, feminism, vampires",,CONKAT1997
