Title,Author,ISBN-13,Year,Original Publisher,Updated Edition,Publisher/Stable URL,MLA 8 Citation,Free Online Copy,Buy,Google Books,Goodreads,WorldCat,Horror Lex Summary,Films Discussed,Tags,HL Recommended,Photo
The Domination of Fear,"Canini, Mikko (Ed.)","9789042030848 (paperback)
9789042030855 (ebook)",2010,Brill/Rodopi,,https://doi.org/10.1163/9789042030855,"Canini, Mikko, editor. The Domination of Fear. Brill/Rodopi, 2010.",,,https://www.google.com/books/edition/_/5fp5DwAAQBAJ?sa=X&ved=2ahUKEwj__NHZzLnrAhXPVN8KHUDmBw8Q7_IDMBF6BAgOEAI,https://www.goodreads.com/book/show/10966560-the-domination-of-fear,http://www.worldcat.org/oclc/648944165,,"Kattelman, Beth A. - Carnographic Culture: America and the Rise of the Torture Porn Film
・Hostel (2005)
・Saw (2004) 

Hill, Shona - Getting Medieval: Bodies of Fear, Serial Killers and Se7en 
・Se7en (1995)","torture porn, terrorism, 9/11, violence, serial killers",,
"The Metareferential Turn in Contemporary Arts and Media: Forms, Functions, Attempts at Explanation","Wolf, Werner (Ed.)","9789042033702 (hardcover)
9789401200691 (ebook)",2011,Brill/Rodopi,,https://doi.org/10.1163/9789401200691,"Wolf, Werner, editor. The Metareferential Turn in Contemporary Arts and Media: Forms, Functions, Attempts at Explanation. Brill/Rodopi, 2011.",https://epdf.pub/the-metareferential-turn-in-contemporary-arts-and-media-forms-functions-attempts.html,,https://www.google.com/books/edition/The_Metareferential_Turn_in_Contemporary/Wvx5DwAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjrkv2YzbnrAhVtTt8KHd12CiAQmBYwAHoECAAQCA,https://www.goodreads.com/book/show/12032911-the-metareferential-turn-in-contemporary-arts-and-media,http://www.worldcat.org/oclc/758540609,,"de Villiers, Nicholas -  Metahorror Sequels, ""The Rules,"" and the Metareferential Turn in Contemporary Horror Cinema 
・Behind the Mask: The Rise of Leslie Vernon (2006)
・The Blair Witch Project (1999)
・Cloverfield (2008)
・Diary of the Dead (2007)
・Quarantine (2008)
・Scream (1996)
・Scream 2 (1997)
・Scream 3 (2000)
・Scream (series) (1996-2011)","postmodern, sequels, found footage, satire",,
"Dracula and the Gothic in Literature, Pop Culture and the Arts","Ermida, Isabel","9789004306172 (hardcover)
9789004308060 (ebook)",2015,Brill/Rodopi,,https://doi.org/10.1163/9789004308060,"Ermida, Isabel, editor. Dracula and the Gothic in Literature, Pop Culture and the Arts. Brill/Rodopi, 2015.",,,https://www.google.com/books/edition/Dracula_and_the_Gothic_in_Literature_Pop/ILC8CgAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwiu2YrjyLnrAhWRct8KHULsBNAQmBYwAHoECAAQBw,https://www.goodreads.com/book/show/26788766-dracula-and-the-gothic-in-literature-pop-culture-and-the-arts,http://www.worldcat.org/oclc/995233369,,"Babilas, Dorota - Tod Browning's Dracula (1931): The Vampire Wears a Dress Coat
・Dracula (1931)

Passos, Joana - Postmodern Gothic: Teen Vampires
・Bram Stoker's Dracula (1992)
・Twilight (2008)","vampires, Dracula, gothic, literature, classics, Tod Browning, teens, teenagers",,
Evolution and Popular Narrative,"Vanderbeke, Dirk and Brett Cooke (Eds.)","9789004391154 (hardcover)
9789004391161 (ebook)",2019,Brill/Rodopi,,https://doi.org/10.1163/9789004391161,"Vanderbeke, Dirk, and Brett Cooke, editors. Evolution and Popular Narrative. Brill/Rodopi, 2019.",https://www.academia.edu/28765763/Evolution_and_Slasher_Films [relevant chapter],,https://www.google.com/books/edition/Evolution_and_Popular_Narrative/w0ueDwAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwivpqaQybnrAhUEVd8KHRkxCvoQmBYwAHoECAAQBw,,http://www.worldcat.org/oclc/1158500944,"In this volume regarding evolutionary themes in pop culture, frequent horror commentators Clasen and Platts take up the slasher subgenre, with particular focus on John Carpenter's Halloween (1978). The authors largely dismiss the oft-heard quip that slashers were merely a conservative political reaction to the free-wheeling 1960s/70s. Instead, they explain how slasher narratives (physical danger, stalking, male predator) and on-screen formal elements (point-of-view shots, focus on fear reactions) tap into our ""evolved psychological machinery"" to avoid physical harm, and are consequently perceived as engaging, arousing, even pleasurable.

In addition, David Andrews provides thoughts on 1970s rape-revenge films and their 21st-century remakes, and what they have to say about free will and the inevitable recourse to evolutionary strategies of behavior.","Clasen, Mathias and Todd K. Platts - Evolution and Slasher Films
・Halloween (1978)

Andrews, David - Remaking, or Not, the Classics: Straw Dogs and Biocultural Stability in Rape-Revenge Movies
・I Spit on Your Grave (1978)
・I Spit on Your Grave (2010)
・The Last House on the Left (1972)
・The Last House on the Left (2009)
・Straw Dogs (1971)
・Straw Dogs (2011)","evolution, Darwin, biology, psychology, slashers, politics, business, Michael Myers, gender, rape-revenge, remakes",,
Carl Dreyer: A Film Director's Work,"Neergaard, Ebbe",,1950,British Film Institute,,Out of print,"Neergaard, Ebbe. Carl Dreyer: A Film Director's Work. British Film Institute, 1950.",,,https://books.google.com/books/about/Carl_Dreyer.html?id=zZ5MGQAACAAJ,,http://www.worldcat.org/oclc/744923,,Vampyr (1932),vampires,,
Making The Legend of the Werewolf,"Buscombe, Edward",9780851700571 (paperback),1976,British Film Institute,,Out of print,"Buscombe, Edward. Making The Legend of the Werewolf. British Film Institute, 1976.",,,https://www.google.com/books/edition/Making_Legend_of_the_Werewolf/cB8cAQAAIAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/3674231-making-legend-of-the-werewolf,http://www.worldcat.org/oclc/3515654,,Legend of the Werewolf (1975),"werewolf, werewolves, production, Peter Cushing",,
Dreyer,"Nash, Mark",9780851700687 (paperback),1977,British Film Institute,,Out of print,"Nash, Mark. Dreyer. British Film Institute, 1977.",,,https://books.google.com/books?id=bcFZAAAAMAAJ&newbks=0&printsec=frontcover&dq=Dreyer+mark+nash&q=Dreyer+mark+nash&hl=en&source=newbks_fb,https://www.goodreads.com/book/show/1084503.Dreyer,http://www.worldcat.org/oclc/1131647998,,Vampyr (1932),vampires,,
"Powell, Pressburger and Others","Christie, Ian (Ed.)",9780851700861 (paperback),1978,British Film Institute,,Out of print,"Christie, Ian, editor. Powell, Pressburger and Others. British Film Institute, 1978.",,,,https://www.goodreads.com/book/show/2620663-powell-pressburger-others,http://www.worldcat.org/oclc/1071932621,,Peeping Tom (1960),,,
The Shadow & Its Shadow: Surrealist Writings on Cinema,"Hammond, Paul (Ed.)","9780851700748 (hardcover, 1978)
9780872863767 (paperback, 2000)",1978,British Film Institute,"City Lights (3rd ed., 2000)",http://www.citylights.com/book/?GCOI=87286100793990,"Hammond, Paul, editor. The Shadow & Its Shadow: Surrealist Writings on Cinema. 1978. 3rd ed., City Lights, 2000.",https://archive.org/details/shadowitsshadow00paul [Internet Archive Lending Library],,https://www.google.com/books/edition/The_Shadow_and_Its_Shadow/zrueeqrAovkC?hl=en&gbpv=0,https://www.goodreads.com/book/show/1387323.The_Shadow_Its_Shadow,http://www.worldcat.org/oclc/502590574,"Jean Ferry contributes to this packed volume on surrealism in film with his brief and entertaining hit-job-slash-ode to King Kong (1933), an ""admirable film"" bearing ""flagrant elements of absurdity."" He marvels at the film's ability to tap into his own dreamscapes in poetic fashion despite its various ineptitudes.","Ferry, Jean - Concerning King Kong
・King Kong (1933)","King Kong, surrealism, poetry",Yes,
Women in Film Noir,"Kaplan, E. Ann",9780851706665 (paperback),1978,British Film Institute,"British Film Institute (New ed., 1998)",https://www.bloomsbury.com/uk/women-in-film-noir-9780851706665/,"Kaplan, E. Ann, editor. Women in Film Noir. 1978. New ed., British Film Institute, 1998.",,,https://www.google.com/books/edition/Women_in_Film_Noir/RkkNAQAAMAAJ?kptab=editions&sa=X&ved=2ahUKEwim7-qLkt_rAhVlh-AKHfC9AJIQmBYwAHoECAEQBg,https://www.goodreads.com/book/show/1151564.Women_in_Film_Noir,http://www.worldcat.org/oclc/1156001871,,"White, Patricia - Female Spectator, Lesbian Spectator: The Haunting
・The Haunting (1963)

Stables, Kate - Chapter 12: The Postmodern Always Rings Twice: Constructing the Femme Fatale in 1990's Cinema
・Basic Instinct (1992)

Kaplan, E. Ann - The Dark Continent of Film Noir: Race, Displacement and Metaphor in Cat People and The Lady from Shanghai
・Cat People (1942)
・The Lady from Shanghai (1947)","gender, women, female, ghosts, haunting, homosexuality, lesbian, queer, race, 1990s",,
Genre,"Neale, Stephen",9780851700946 (paperback),1980,British Film Institute,,https://www.bloomsbury.com/uk/genre-9780851700946/,"Neale, Stephen. Genre. British Film Institute, 1980.",https://archive.org/details/GenreStephenNeale/page/n1/mode/2up [partial],,https://www.google.com/books/edition/Genre/n5ZVnwEACAAJ?kptab=editions&sa=X&ved=2ahUKEwibpoaDwt3rAhXIneAKHRMmDXoQmBYwA3oECAEQBg,https://www.goodreads.com/book/show/1270231.Genre,http://www.worldcat.org/oclc/38854694,,,,,
Hammer: A Cinema Case Study,"Pirie, David",,1980,British Film Institute,,Out of print,"Pirie, David. Hammer: A Cinema Case Study. British Film Institute, 1980.",,,https://books.google.com/books?id=zjl0OwAACAAJ&newbks=0&hl=en&source=newbks_fb,,http://www.worldcat.org/oclc/896151452,,,Hammer,,
David Cronenberg (BFI Dossier 21),"Drew, Wayne (Ed.)",,1984,British Film Institute,,Out of print,"Drew, Wayne, editor. David Cronenberg (BFI Dossier 21). British Film Institute, 1984.",,,https://books.google.com/books?id=OV9AAQAAIAAJ&newbks=0&printsec=frontcover&dq=david+cronenberg+drew+wayne&q=david+cronenberg+drew+wayne&hl=en&source=newbks_fb,,http://www.worldcat.org/oclc/1086141080,,"The Brood (1979)
The Dead Zone (1983)
Rabid (1977)
Scanners (1981)
Shivers (a.k.a. The Parasite Murders, They Came From Within) (1975)
Videodrome (1983)",David Cronenberg,,
The Cinema Book,"Cook, Pam (Ed.)","9781911239529 (hardcover)
9781911239536 (paperback)
9781911239543 (ebook)",1985,British Film Institute,"British Film Institute (3rd ed., 2007)",https://www.bloomsbury.com/uk/the-cinema-book-9781844571932/,"Cook, Pam. The Cinema Book. 1985. 3rd ed., British Film Institute, 2007.","https://archive.org/details/cinemabook02edunse [Internet Archive Lending Library, 2nd ed.]",,https://www.google.com/books/edition/The_Cinema_Book/4PccnQAACAAJ?kptab=editions&sa=X&ved=2ahUKEwil9q24kt_rAhWJZd8KHUw3CfwQmBYwAHoECAYQBg,https://www.goodreads.com/book/show/2341731.The_Cinema_Book,http://www.worldcat.org/oclc/774244223,"Essentially a formal film school education in book form -- early film, production, the Hollywood system, key genres, auteur theory and the rise of the critic, all the academic theories (structuralism, Metz, Lévi-Strauss, Deleuze, Zizek), feminist and queer perspectives...save yourself the tuition, buy this book.

[Summary of horror section]","Science Fiction and Horror
・Films TBD","Hollywood, Universal, production, expressionism, Hammer, thrillers, science fiction, sci fi, feminism, psychoanalysis, Alfred Hitchcock, Roger Corman",,
All Our Yesterdays: 90 Years of British Cinema,"Barr, Charles (Ed.)",9780851701790 (paperback),1986,British Film Institute,,https://www.bloomsbury.com/au/all-our-yesterdays-9780851701790/,"Barr, Charles, editor. All Our Yesterdays: 90 Years of British Cinema. British Film Institute, 1986.",,,https://www.google.com/books/edition/All_Our_Yesterdays/b35ZAAAAMAAJ?hl=en&kptab=editions&sa=X&ved=2ahUKEwjRkLrB0tzrAhXnmuAKHQAcCMoQmBYwAHoECAIQBw,https://www.goodreads.com/book/show/361977.All_Our_Yesterdays,http://www.worldcat.org/oclc/748998439,,"(Partial list)

Frenzy (1972)","Great Britain, British, England, English, United Kingdom, Alfred Hitchcock",,
Fantasy and the Cinema,"Donald, James (Ed.)","9780851702285 (hardcover)
9780851702292 (paperback)",1989,British Film Institute,,https://www.bloomsbury.com/uk/fantasy-and-the-cinema-9780851702292/,"James, Donald, editor. Fantasy and the Cinema. British Film Institute, 1989.",https://archive.org/details/fantasycinema0000unse [Internet Archive Lending Library],,https://books.google.com/books?id=HmlZAAAAMAAJ&newbks=0&source=newbks_fb,https://www.goodreads.com/book/show/10612978-fantasy-and-the-cinema,http://www.worldcat.org/oclc/22118937,"James, Donald - Introduction
・Vampyr (1932)

Elsaesser, Thomas - Social Mobility and the Fantastic: German Silent Cinema
・The Cabinet of Dr. Caligari (1920)
・The Golem, or How He Came into the World (1920)
・Nosferatu (1922)
・The Student of Prague (1913)

Dadoun, Roger - Fetishism in the Horror Film
・The Curse of the Werewolf (1961)
・Dracula (1931)
・Dracula Has Risen From the Grave (1968)
・King Kong (1933)
・The Kiss of the Vampire (1963)
・The Psychopath (1966)

Creed, Barbara - Horror and the Monstrous-feminine: An Imaginary Abjection
・Alien (1979)
・Carrie (1976)
・The Exorcist (1973)

Clover, Carol J. - Her Boy, Himself: Gender in the Slasher Film


Neale, Stephen - Issues of difference: Alien and Blade Runner
・Alien (1979)
・Blade Runner","James, Donald - Introduction
・Vampyr (1932)

Elsaesser, Thomas - Social Mobility and the Fantastic: German Silent Cinema
・The Cabinet of Dr. Caligari (1920)
・The Golem, or How He Came into the World (1920)
・Nosferatu (1922)
・The Student of Prague (1913)

Dadoun, Roger - Fetishism in the Horror Film
・The Curse of the Werewolf (1961)
・Dracula (1931)
・Dracula Has Risen From the Grave (1968)
・King Kong (1933)
・The Kiss of the Vampire (1963)
・The Psychopath (1966)

Creed, Barbara - Horror and the Monstrous-feminine: An Imaginary Abjection
・Alien (1979)
・Carrie (1976)
・The Exorcist (1973)

Clover, Carol J. - Her Boy, Himself: Gender in the Slasher Film
・Aliens (1986)
 ・The Birds (1963)
・Body Double (1984)
・Cruising (1980)
・Dressed to Kill (1980)
・Eyes of Laura Mars (1978)
・Friday the 13th (1980)
・Friday the 13th Part III (1982)
・God Told Me To (1976)
・Halloween (1978)
・Halloween II (1981)
・He Knows You're Alone (1980)
・Hell Night (1981)
・I Spit on Your Grave (1978)
・It's Alive (1974)
・Jaws (1975)
・Motel Hell (1980)
・A Nightmare on Elm Street (1984)
・Psycho (1960)
・The Slumber Party Massacre (1982)
・Splatter University (1984)
・The Texas Chain Saw Massacre (1974)
・The Texas Chainsaw Massacre 2 (1986)
・Tootsie (1982)
・Videodrome (1983)

Greig, Donald - The Sexual Differentiation of the Hitchcock Text
・The Birds (1963)
・Marnie (1964)
・North by Northwest (1959)
・Psycho (1960)
・Rear Window (1954)

Penley, Constance - Time Travel, Prime Scene and the Critical Dystopia
・Aliens (1986)
・La Jetée (1962)
・The Terminator (1984)

Neale, Stephen - Issues of difference: Alien and Blade Runner
・Alien (1979)
・Blade Runner (1982)

Donald, James - The Fantastic, the Sublime and the Popular, Or, What's at Stake in Vampire Films?
・(No particular film is discussed in-depth)

Surrealism, Fantasy and the Grotesque: The Cinema of Jan Śvankmajer
・Do pivnice (Down to the Cellar) (short) (1983)
・Don Sajn (Don Juan) (short) (1971)
・Jabberwocky (short) (1971)
・The Last Trick (short) (1964)
・Punch and Judy (short) (1966)
・Zánik domu Usherú (The Fall of the House of Usher) (short) (1982)","classics, vampires, Germany, silents, expressionism, Freud, psychoanalysis, King Kong, sexuality, Dracula, gender, women, female, feminine, mother, motherhood, slashers, Final Girl, Ellen Ripley, Alfred Hitchcock, sci fi, science fiction, puppets",,
Sixties British Cinema,"Murphy, Robert","9780851703091 (hardcover)
9780851703244 (paperback)",1992,British Film Institute,,https://www.bloomsbury.com/us/sixties-british-cinema-9780851703244/,"Murphy, Robert. Sixties British Cinema. British Film Institute, 1992.",,,https://books.google.com/books?id=uWtZAAAAMAAJ&newbks=0&hl=en&source=newbks_fb,https://www.goodreads.com/book/show/795659.Sixties_British_Cinema,http://www.worldcat.org/oclc/243765318,,,"Great Britain, British, England, English, United Kingdom, Hammer, 1960s",,
"Cinema and Realms of Enchantment: Lectures, Seminars, and Essays","Petrie, Duncan (Ed.)",9780851704050 (paperback),1993,British Film Institute,,Out of print,"Petrie, Duncan, editor. Cinema and Realms of Enchantment: Lectures, Seminars, and Essays. British Film Institute, 1993.",,,https://books.google.com/books?id=_pJZAAAAMAAJ&newbks=0&source=newbks_fb,https://www.goodreads.com/book/show/1320775.Cinema_and_the_Realms_of_Enchantment,http://www.worldcat.org/oclc/939673455,"Three lectures by esteemed writer and academic Marina Warner, who examines mythological and fairytale motifs and themes in cinema, and companion pieces by other contributors.","Thompson, John O. - Cat Personae: Lewton, Sequelhood, Superimposition
・Cat People (1942)
・Curse of the Cat People (1944)",Val Lewton,,
Don't Look Now (BFI Film Classics Series),"Sanderson, Mark","9781844575152 (paperback)
9781838715410 (ebook)",1996,British Film Institute,"British Film Institute (2nd ed., 2012)",https://www.bloomsbury.com/uk/dont-look-now-9781844575152/,"Sanderson, Mark. Don't Look Now. 1996. 2nd ed., British Film Institute, 2012.",,,https://www.google.com/books/edition/Don_t_Look_Now/8nbCugAACAAJ?hl=en,https://www.goodreads.com/book/show/13721829-don-t-look-now,http://www.worldcat.org/oclc/792748058,,Don't Look Now (1973),,,
Mexican Cinema,"Paranaguá, Paulo Antonio (Ed.)",9780851705163 (paperback),1996,British Film Institute,,Out of print,"Paranaguá, Paulo Antonio, editor. Mexican Cinema. British Film Institute, 1996.",,,https://www.google.com/books/edition/Mexican_Cinema/U7wuAAAAYAAJ?kptab=editions&sa=X&ved=2ahUKEwivipmgid_rAhW0hHIEHTymAjcQmBYwAHoECAEQBg,https://www.goodreads.com/book/show/1089154.Mexican_Cinema,,,,"Mexico, Mexican, Central America",,
Bride of Frankenstein (BFI Film Classics Series),"Manguel, Alberto",9780851706085 (paperback),1997,British Film Institute,,https://www.bloomsbury.com/uk/bride-of-frankenstein-9780851706085/,"Manguel, Alberto. Bride of Frankenstein. British Film Institute, 1997.",,,https://www.google.com/books/edition/All_Our_Yesterdays/b35ZAAAAMAAJ?hl=en&kptab=editions&sa=X&ved=2ahUKEwjRkLrB0tzrAhXnmuAKHQAcCMoQmBYwAHoECAIQBw,https://www.goodreads.com/book/show/629489.Bride_of_Frankenstein,http://www.worldcat.org/oclc/36773024,"Manguel relates a very personal connection to James Whale's beloved 1935 film, The Bride of Frankenstein, which he recalls watching as a child in the plush seats of a 1950s Buenos Aires theater. His book, part of the British Film Institute's Film Classics series, consists primarily of a close textual read of the film, plus his thoughts on creation myths and the figure of The Bride as a tragic figure of womanhood misused and sacrificed by men's folly, reflected not only in film, but also fine art. Manguel also includes background information on director James Whale, pre-production and production facts, and critical reception.","Bride of Frankenstein (1935)
Frankenstein (1931)
Metropolis (1927)","Frankenstein, James Whale, classics, censorship, Boris Karloff, Mary Shelley, women, female, gender",,
Hong Kong Cinema: The Extra Dimensions,"Teo, Stephen","9780851704968 (hardcover)
9780851705149 (paperback)
9781838716257 (ebook)",1997,British Film Institute,,https://www.bloomsbury.com/us/hong-kong-cinema-9780851705149/,"Teo, Stephen. Hong Kong Cinema: The Extra Dimensions. British Film Institute, 1997.",,,https://www.google.com/books/edition/Hong_Kong_Cinema_The_Extra_Dimensions/f1DdAQAACAAJ?kptab=editions&sa=X&ved=2ahUKEwjU7M3sxd3rAhVQTt8KHdW7BLUQmBYwAXoECAQQBw,https://www.goodreads.com/book/show/135541.Hong_Kong_Cinema,http://www.worldcat.org/oclc/38303187,,"Chapter 14: Ghosts, Cadavers, Demons and Other Hybrids
・Films TBD","Hong Kong, China, Asia, ghosts, demons",,
